strain,name,accession_number,common_name,product,b_number,cog_letter,cog_class,cog_desc
MG1655,aldH,ECK1295,puuC,&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase,b1300,I,Lipid transport and metabolism,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
MG1655,puuC,ECK1295,puuC,&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase,b1300,I,Lipid transport and metabolism,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
REL606,aldH,ECB_01277,puuC,GCQD-1477-MONOMER,Not Assigned,I,Lipid transport and metabolism,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
REL606,puuC,ECB_01277,puuC,GCQD-1477-MONOMER,Not Assigned,I,Lipid transport and metabolism,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
MG1655,ycjL,ECK1293,puuD,&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase,b1298,E,Amino acid transport and metabolism,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain"
MG1655,puuD,ECK1293,puuD,&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase,b1298,E,Amino acid transport and metabolism,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain"
REL606,ycjL,ECB_01275,puuD,GCQD-1475-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain"
REL606,puuD,ECB_01275,puuD,GCQD-1475-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain"
MG1655,goaG,ECK1297,puuE,4-aminobutyrate aminotransferase PuuE,b1302,E,Amino acid transport and metabolism,Acetylornithine aminotransferase/4-aminobutyrate aminotransferase
MG1655,puuE,ECK1297,puuE,4-aminobutyrate aminotransferase PuuE,b1302,E,Amino acid transport and metabolism,Acetylornithine aminotransferase/4-aminobutyrate aminotransferase
REL606,goaG,ECB_01279,puuE,GCQD-1479-MONOMER,Not Assigned,E,Amino acid transport and metabolism,Acetylornithine aminotransferase/4-aminobutyrate aminotransferase
REL606,puuE,ECB_01279,puuE,GCQD-1479-MONOMER,Not Assigned,E,Amino acid transport and metabolism,Acetylornithine aminotransferase/4-aminobutyrate aminotransferase
MG1655,ycjJ,ECK1291,puuP,putrescine:H+ symporter PuuP,b1296,E,Amino acid transport and metabolism,"Serine transporter YbeC, amino acid:H+ symporter family"
MG1655,puuP,ECK1291,puuP,putrescine:H+ symporter PuuP,b1296,E,Amino acid transport and metabolism,"Serine transporter YbeC, amino acid:H+ symporter family"
REL606,ycjJ,ECB_01273,puuP,GCQD-1473-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Serine transporter YbeC, amino acid:H+ symporter family"
REL606,puuP,ECB_01273,puuP,GCQD-1473-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Serine transporter YbeC, amino acid:H+ symporter family"
MG1655,ycjC,ECK1294,puuR,DNA-binding transcriptional repressor PuuR,b1299,K,Transcription,"Transcriptional regulator, contains XRE-family HTH domain"
MG1655,puuR,ECK1294,puuR,DNA-binding transcriptional repressor PuuR,b1299,K,Transcription,"Transcriptional regulator, contains XRE-family HTH domain"
REL606,ycjC,ECB_01276,puuR,GCQD-1476-MONOMER,Not Assigned,K,Transcription,"Transcriptional regulator, contains XRE-family HTH domain"
REL606,puuR,ECB_01276,puuR,GCQD-1476-MONOMER,Not Assigned,K,Transcription,"Transcriptional regulator, contains XRE-family HTH domain"
MG1655,ybgL,ECK0702,pxpA,5-oxoprolinase component A,b0713,E,Amino acid transport and metabolism,5-oxoprolinase subunit A
MG1655,pxpA,ECK0702,pxpA,5-oxoprolinase component A,b0713,E,Amino acid transport and metabolism,5-oxoprolinase subunit A
REL606,ybgL,ECB_00673,pxpA,GCQD-864-MONOMER,Not Assigned,E,Amino acid transport and metabolism,5-oxoprolinase subunit A
REL606,pxpA,ECB_00673,pxpA,GCQD-864-MONOMER,Not Assigned,E,Amino acid transport and metabolism,5-oxoprolinase subunit A
MG1655,ybgJ,ECK0700,pxpB,5-oxoprolinase component B,b0711,E,Amino acid transport and metabolism,5-oxoprolinase subunit B/Allophanate hydrolase subunit 1
MG1655,pxpB,ECK0700,pxpB,5-oxoprolinase component B,b0711,E,Amino acid transport and metabolism,5-oxoprolinase subunit B/Allophanate hydrolase subunit 1
REL606,ybgJ,ECB_00671,pxpB,GCQD-862-MONOMER,Not Assigned,E,Amino acid transport and metabolism,5-oxoprolinase subunit B/Allophanate hydrolase subunit 1
REL606,pxpB,ECB_00671,pxpB,GCQD-862-MONOMER,Not Assigned,E,Amino acid transport and metabolism,5-oxoprolinase subunit B/Allophanate hydrolase subunit 1
MG1655,ybgK,ECK0701,pxpC,5-oxoprolinase component C,b0712,E,Amino acid transport and metabolism,5-oxoprolinase subunit C/Allophanate hydrolase subunit 2
MG1655,pxpC,ECK0701,pxpC,5-oxoprolinase component C,b0712,E,Amino acid transport and metabolism,5-oxoprolinase subunit C/Allophanate hydrolase subunit 2
REL606,ybgK,ECB_00672,pxpC,GCQD-863-MONOMER,Not Assigned,E,Amino acid transport and metabolism,5-oxoprolinase subunit C/Allophanate hydrolase subunit 2
REL606,pxpC,ECB_00672,pxpC,GCQD-863-MONOMER,Not Assigned,E,Amino acid transport and metabolism,5-oxoprolinase subunit C/Allophanate hydrolase subunit 2
MG1655,pykA,ECK1855,pykA,pyruvate kinase 2,b1854,G,Carbohydrate transport and metabolism,Pyruvate kinase
MG1655,pykA,ECK1855,pykA,pyruvate kinase 2,b1854,G,Carbohydrate transport and metabolism,Pyruvate kinase
REL606,GCQD-2025,ECB_01825,pykA,GCQD-2025-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Pyruvate kinase
REL606,pykA,ECB_01825,pykA,GCQD-2025-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Pyruvate kinase
MG1655,pykF,ECK1672,pykF,pyruvate kinase 1,b1676,G,Carbohydrate transport and metabolism,Pyruvate kinase
MG1655,pykF,ECK1672,pykF,pyruvate kinase 1,b1676,G,Carbohydrate transport and metabolism,Pyruvate kinase
REL606,GCQD-1845,ECB_01645,pykF,GCQD-1845-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Pyruvate kinase
REL606,pykF,ECB_01645,pykF,GCQD-1845-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Pyruvate kinase
MG1655,pyrB,ECK4240,pyrB,aspartate carbamoyltransferase catalytic subunit,b4245,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, catalytic subunit"
MG1655,pyrB,ECK4240,pyrB,aspartate carbamoyltransferase catalytic subunit,b4245,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, catalytic subunit"
REL606,GCQD-4376,ECB_04113,pyrB,GCQD-4376-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, catalytic subunit"
REL606,pyrB,ECB_04113,pyrB,GCQD-4376-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, catalytic subunit"
MG1655,pyrC,ECK1047,pyrC,dihydroorotase,b1062,F,Nucleotide transport and metabolism,Dihydroorotase
MG1655,pyrC,ECK1047,pyrC,dihydroorotase,b1062,F,Nucleotide transport and metabolism,Dihydroorotase
REL606,GCQD-1259,ECB_01058,pyrC,GCQD-1259-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Dihydroorotase
REL606,pyrC,ECB_01058,pyrC,GCQD-1259-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Dihydroorotase
MG1655,pyrD,ECK0936,pyrD,"dihydroorotate dehydrogenase, type 2",b0945,F,Nucleotide transport and metabolism,Dihydroorotate dehydrogenase
MG1655,pyrD,ECK0936,pyrD,"dihydroorotate dehydrogenase, type 2",b0945,F,Nucleotide transport and metabolism,Dihydroorotate dehydrogenase
REL606,GCQD-1148,ECB_00949,pyrD,GCQD-1148-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Dihydroorotate dehydrogenase
REL606,pyrD,ECB_00949,pyrD,GCQD-1148-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Dihydroorotate dehydrogenase
MG1655,pyrE,ECK3632,pyrE,orotate phosphoribosyltransferase,b3642,F,Nucleotide transport and metabolism,Orotate phosphoribosyltransferase
MG1655,pyrE,ECK3632,pyrE,orotate phosphoribosyltransferase,b3642,F,Nucleotide transport and metabolism,Orotate phosphoribosyltransferase
REL606,GCQD-3733,ECB_03499,pyrE,GCQD-3733-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Orotate phosphoribosyltransferase
REL606,pyrE,ECB_03499,pyrE,GCQD-3733-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Orotate phosphoribosyltransferase
MG1655,pyrF,ECK1276,pyrF,orotidine-5'-phosphate decarboxylase,b1281,F,Nucleotide transport and metabolism,Orotidine-5'-phosphate decarboxylase
MG1655,pyrF,ECK1276,pyrF,orotidine-5'-phosphate decarboxylase,b1281,F,Nucleotide transport and metabolism,Orotidine-5'-phosphate decarboxylase
REL606,GCQD-1458,ECB_01258,pyrF,GCQD-1458-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Orotidine-5'-phosphate decarboxylase
REL606,pyrF,ECB_01258,pyrF,GCQD-1458-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Orotidine-5'-phosphate decarboxylase
MG1655,pyrG,ECK2774,pyrG,CTP synthetase,b2780,F,Nucleotide transport and metabolism,CTP synthase (UTP-ammonia lyase)
MG1655,pyrG,ECK2774,pyrG,CTP synthetase,b2780,F,Nucleotide transport and metabolism,CTP synthase (UTP-ammonia lyase)
REL606,GCQD-2846,ECB_02625,pyrG,GCQD-2846-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,CTP synthase (UTP-ammonia lyase)
REL606,pyrG,ECB_02625,pyrG,GCQD-2846-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,CTP synthase (UTP-ammonia lyase)
MG1655,umk,ECK0170,pyrH,UMP kinase,b0171,F,Nucleotide transport and metabolism,Uridylate kinase
MG1655,smbA,ECK0170,pyrH,UMP kinase,b0171,F,Nucleotide transport and metabolism,Uridylate kinase
MG1655,pyrH,ECK0170,pyrH,UMP kinase,b0171,F,Nucleotide transport and metabolism,Uridylate kinase
REL606,umk,ECB_00169,pyrH,GCQD-347-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Uridylate kinase
REL606,smbA,ECB_00169,pyrH,GCQD-347-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Uridylate kinase
REL606,pyrH,ECB_00169,pyrH,GCQD-347-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Uridylate kinase
MG1655,pyrI,ECK4239,pyrI,"aspartate carbamoyltransferase, PyrI subunit",b4244,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, regulatory subunit"
MG1655,pyrI,ECK4239,pyrI,"aspartate carbamoyltransferase, PyrI subunit",b4244,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, regulatory subunit"
REL606,GCQD-4375,ECB_04112,pyrI,GCQD-4375-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, regulatory subunit"
REL606,pyrI,ECB_04112,pyrI,GCQD-4375-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"Aspartate carbamoyltransferase, regulatory subunit"
MG1655,pyrE-,ECK4241,pyrL,<i>pyrBI</i> operon leader peptide,b4246,Not Assigned,Not Assigned,Not Assigned
MG1655,pyrE-LP,ECK4241,pyrL,<i>pyrBI</i> operon leader peptide,b4246,Not Assigned,Not Assigned,Not Assigned
MG1655,pyrL,ECK4241,pyrL,<i>pyrBI</i> operon leader peptide,b4246,Not Assigned,Not Assigned,Not Assigned
REL606,pyrE-,ECB_04114,pyrL,GCQD-4377-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,pyrE-LP,ECB_04114,pyrL,GCQD-4377-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,pyrL,ECB_04114,pyrL,GCQD-4377-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ypdB,ECK2377,pyrR,DNA-binding transcriptional dual regulator PyrR-phosphorylated // DNA-binding transcriptional activator PyrR,b2381,K,Transcription,"DNA-binding response regulator, LytR/AlgR family"
MG1655,pyrR,ECK2377,pyrR,DNA-binding transcriptional dual regulator PyrR-phosphorylated // DNA-binding transcriptional activator PyrR,b2381,K,Transcription,"DNA-binding response regulator, LytR/AlgR family"
REL606,ypdB,ECB_02291,pyrR,GCQD-2499-MONOMER,Not Assigned,K,Transcription,"DNA-binding response regulator, LytR/AlgR family"
REL606,pyrR,ECB_02291,pyrR,GCQD-2499-MONOMER,Not Assigned,K,Transcription,"DNA-binding response regulator, LytR/AlgR family"
MG1655,ypdA,ECK2376,pyrS,PyrS-<i>N</i>-phospho-L-histidine // sensor histidine kinase PyrS,b2380,T,Signal transduction mechanisms,"Sensor histidine kinase, LytS/YehU family"
MG1655,pyrS,ECK2376,pyrS,PyrS-<i>N</i>-phospho-L-histidine // sensor histidine kinase PyrS,b2380,T,Signal transduction mechanisms,"Sensor histidine kinase, LytS/YehU family"
REL606,ypdA,ECB_02290,pyrS,GCQD-2498-MONOMER,Not Assigned,T,Signal transduction mechanisms,"Sensor histidine kinase, LytS/YehU family"
REL606,pyrS,ECB_02290,pyrS,GCQD-2498-MONOMER,Not Assigned,T,Signal transduction mechanisms,"Sensor histidine kinase, LytS/YehU family"
MG1655,ybbK,ECK0483,qmcA,PHB domain-containing protein QmcA,b0489,O,"Posttranslational modification, protein turnover, chaperones","Regulator of protease activity HflC, stomatin/prohibitin superfamily"
MG1655,qmcA,ECK0483,qmcA,PHB domain-containing protein QmcA,b0489,O,"Posttranslational modification, protein turnover, chaperones","Regulator of protease activity HflC, stomatin/prohibitin superfamily"
REL606,ybbK,ECB_00440,qmcA,GCQD-626-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones","Regulator of protease activity HflC, stomatin/prohibitin superfamily"
REL606,qmcA,ECB_00440,qmcA,GCQD-626-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones","Regulator of protease activity HflC, stomatin/prohibitin superfamily"
REL606,hzc,ECB_03923,qor,GCQD-4184-MONOMER,Not Assigned,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
REL606,hcz,ECB_03923,qor,GCQD-4184-MONOMER,Not Assigned,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
REL606,qor,ECB_03923,qor,GCQD-4184-MONOMER,Not Assigned,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
MG1655,hzc,ECK4043,qorA,putative quinone oxidoreductase 1,b4051,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
MG1655,hcz,ECK4043,qorA,putative quinone oxidoreductase 1,b4051,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
MG1655,qor,ECK4043,qorA,putative quinone oxidoreductase 1,b4051,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
MG1655,qorA,ECK4043,qorA,putative quinone oxidoreductase 1,b4051,C,Energy production and conversion,NADPH:quinone reductase or related Zn-dependent oxidoreductase
MG1655,ytfG,ECK4207,qorB,NAD(P)H:quinone oxidoreductase,b4211,R,General function prediction only,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains"
MG1655,qorB,ECK4207,qorB,NAD(P)H:quinone oxidoreductase,b4211,R,General function prediction only,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains"
REL606,ytfG,ECB_04083,qorB,GCQD-4348-MONOMER,Not Assigned,R,General function prediction only,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains"
REL606,qorB,ECB_04083,qorB,GCQD-4348-MONOMER,Not Assigned,R,General function prediction only,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains"
MG1655,ygiX,ECK3016,qseB,Phosphorylated DNA-binding transcriptional activator QseB // DNA-binding transcriptional activator QseB,b3025,K,Transcription,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
MG1655,qseB,ECK3016,qseB,Phosphorylated DNA-binding transcriptional activator QseB // DNA-binding transcriptional activator QseB,b3025,K,Transcription,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
REL606,ygiX,ECB_02897,qseB,GCQD-3122-MONOMER,Not Assigned,K,Transcription,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
REL606,qseB,ECB_02897,qseB,GCQD-3122-MONOMER,Not Assigned,K,Transcription,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
MG1655,ygiY,ECK3017,qseC,QseC-<i>N</i>-phospho-L-histidine // sensor histidine kinase QseC,b3026,T,Signal transduction mechanisms,Signal transduction histidine kinase
MG1655,qseC,ECK3017,qseC,QseC-<i>N</i>-phospho-L-histidine // sensor histidine kinase QseC,b3026,T,Signal transduction mechanisms,Signal transduction histidine kinase
REL606,ygiY,ECB_02898,qseC,GCQD-3123-MONOMER,Not Assigned,T,Signal transduction mechanisms,Signal transduction histidine kinase
REL606,qseC,ECB_02898,qseC,GCQD-3123-MONOMER,Not Assigned,T,Signal transduction mechanisms,Signal transduction histidine kinase
MG1655,yfhG,ECK2552,qseG,outer membrane lipoprotein QseG,b2555,Not Assigned,Not Assigned,Not Assigned
MG1655,qseG,ECK2552,qseG,outer membrane lipoprotein QseG,b2555,Not Assigned,Not Assigned,Not Assigned
REL606,yfhG,ECB_02447,qseG,GCQD-2661-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,qseG,ECB_02447,qseG,GCQD-2661-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,tsaA,ECK0399,queA,tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase,b0405,J,"Translation, ribosomal structure and biogenesis",S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
MG1655,queA,ECK0399,queA,tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase,b0405,J,"Translation, ribosomal structure and biogenesis",S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
REL606,tsaA,ECB_00353,queA,GCQD-539-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
REL606,queA,ECB_00353,queA,GCQD-539-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)
MG1655,ybaX,ECK0438,queC,7-cyano-7-deazaguanine synthase,b0444,J,"Translation, ribosomal structure and biogenesis",7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
MG1655,queC,ECK0438,queC,7-cyano-7-deazaguanine synthase,b0444,J,"Translation, ribosomal structure and biogenesis",7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
REL606,ybaX,ECB_00396,queC,GCQD-582-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
REL606,queC,ECB_00396,queC,GCQD-582-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
MG1655,ygcM,ECK2760,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",b2765,H,Coenzyme transport and metabolism,6-pyruvoyl-tetrahydropterin synthase
MG1655,sscR,ECK2760,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",b2765,H,Coenzyme transport and metabolism,6-pyruvoyl-tetrahydropterin synthase
MG1655,queD,ECK2760,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",b2765,H,Coenzyme transport and metabolism,6-pyruvoyl-tetrahydropterin synthase
REL606,ygcM,ECB_02610,queD,GCQD-2832-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,6-pyruvoyl-tetrahydropterin synthase
REL606,sscR,ECB_02610,queD,GCQD-2832-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,6-pyruvoyl-tetrahydropterin synthase
REL606,queD,ECB_02610,queD,GCQD-2832-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,6-pyruvoyl-tetrahydropterin synthase
MG1655,ygcF,ECK2771,queE,putative 7-carboxy-7-deazaguanine synthase QueE,b2777,H,Coenzyme transport and metabolism,Organic radical activating enzyme NrdG/QueE
MG1655,queE,ECK2771,queE,putative 7-carboxy-7-deazaguanine synthase QueE,b2777,H,Coenzyme transport and metabolism,Organic radical activating enzyme NrdG/QueE
REL606,ygcF,ECB_02622,queE,GCQD-2843-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Organic radical activating enzyme NrdG/QueE
REL606,queE,ECB_02622,queE,GCQD-2843-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Organic radical activating enzyme NrdG/QueE
MG1655,yqcD,ECK2789,queF,7-cyano-7-deazaguanine reductase,b2794,J,"Translation, ribosomal structure and biogenesis","NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily"
MG1655,queF,ECK2789,queF,7-cyano-7-deazaguanine reductase,b2794,J,"Translation, ribosomal structure and biogenesis","NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily"
REL606,yqcD,ECB_02639,queF,GCQD-2860-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis","NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily"
REL606,queF,ECB_02639,queF,GCQD-2860-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis","NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily"
MG1655,yjeS,ECK4162,queG,epoxyqueuosine reductase,b4166,J,"Translation, ribosomal structure and biogenesis",Epoxyqueuosine reductase QueG (queuosine biosynthesis)
MG1655,queG,ECK4162,queG,epoxyqueuosine reductase,b4166,J,"Translation, ribosomal structure and biogenesis",Epoxyqueuosine reductase QueG (queuosine biosynthesis)
REL606,yjeS,ECB_04033,queG,GCQD-4298-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",Epoxyqueuosine reductase QueG (queuosine biosynthesis)
REL606,queG,ECB_04033,queG,GCQD-4298-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",Epoxyqueuosine reductase QueG (queuosine biosynthesis)
MG1655,ybcQ,ECK0543,quuD,DLP12 prophage; prophage antitermination protein Q homolog QuuD,b0551,Not Assigned,Not Assigned,Not Assigned
MG1655,quuD,ECK0543,quuD,DLP12 prophage; prophage antitermination protein Q homolog QuuD,b0551,Not Assigned,Not Assigned,Not Assigned
MG1655,sbcA,ECK1348,racC,Rac prophage; protein RacC,b1351,Not Assigned,Not Assigned,Not Assigned
MG1655,racC,ECK1348,racC,Rac prophage; protein RacC,b1351,Not Assigned,Not Assigned,Not Assigned
REL606,sbcA,ECB_01328,racC,GCQD-1528-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,racC,ECB_01328,racC,GCQD-1528-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,rarC,ECK1354,racR,Rac prophage; DNA-binding transcriptional repressor RacR,b1356,Not Assigned,Not Assigned,Not Assigned
MG1655,ydaR,ECK1354,racR,Rac prophage; DNA-binding transcriptional repressor RacR,b1356,Not Assigned,Not Assigned,Not Assigned
MG1655,racR,ECK1354,racR,Rac prophage; DNA-binding transcriptional repressor RacR,b1356,Not Assigned,Not Assigned,Not Assigned
MG1655,sms,ECK4381,radA,DNA recombination protein,b4389,L,"Replication, recombination and repair","DNA repair protein RadA/Sms, contains AAA+ ATPase domain"
MG1655,radA,ECK4381,radA,DNA recombination protein,b4389,L,"Replication, recombination and repair","DNA repair protein RadA/Sms, contains AAA+ ATPase domain"
REL606,sms,ECB_04265,radA,GCQD-4530-MONOMER,Not Assigned,L,"Replication, recombination and repair","DNA repair protein RadA/Sms, contains AAA+ ATPase domain"
REL606,radA,ECB_04265,radA,GCQD-4530-MONOMER,Not Assigned,L,"Replication, recombination and repair","DNA repair protein RadA/Sms, contains AAA+ ATPase domain"
MG1655,yejJ,ECK2178,radD,putative DNA repair helicase RadD,b2184,K,Transcription,Superfamily II DNA or RNA helicase
MG1655,yejI,ECK2178,radD,putative DNA repair helicase RadD,b2184,K,Transcription,Superfamily II DNA or RNA helicase
MG1655,yejH,ECK2178,radD,putative DNA repair helicase RadD,b2184,K,Transcription,Superfamily II DNA or RNA helicase
MG1655,radD,ECK2178,radD,putative DNA repair helicase RadD,b2184,K,Transcription,Superfamily II DNA or RNA helicase
REL606,yejJ,ECB_02114,radD,GCQD-2321-MONOMER,Not Assigned,K,Transcription,Superfamily II DNA or RNA helicase
REL606,yejI,ECB_02114,radD,GCQD-2321-MONOMER,Not Assigned,K,Transcription,Superfamily II DNA or RNA helicase
REL606,yejH,ECB_02114,radD,GCQD-2321-MONOMER,Not Assigned,K,Transcription,Superfamily II DNA or RNA helicase
REL606,radD,ECB_02114,radD,GCQD-2321-MONOMER,Not Assigned,K,Transcription,Superfamily II DNA or RNA helicase
MG1655,urf1,ECK2594,raiA,ribosome-associated inhibitor A,b2597,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
MG1655,yfiA,ECK2594,raiA,ribosome-associated inhibitor A,b2597,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
MG1655,pY,ECK2594,raiA,ribosome-associated inhibitor A,b2597,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
MG1655,raiA,ECK2594,raiA,ribosome-associated inhibitor A,b2597,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
REL606,urf1,ECB_02486,raiA,GCQD-2703-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
REL606,yfiA,ECB_02486,raiA,GCQD-2703-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
REL606,pY,ECB_02486,raiA,GCQD-2703-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
REL606,raiA,ECB_02486,raiA,GCQD-2703-MONOMER,Not Assigned,J,"Translation, ribosomal structure and biogenesis",Ribosome-associated translation inhibitor RaiA
MG1655,raiZ,ECK4662,raiZ,small RNA RaiZ,b4805,Not Assigned,Not Assigned,Not Assigned
MG1655,raiZ,ECK4662,raiZ,small RNA RaiZ,b4805,Not Assigned,Not Assigned,Not Assigned
MG1655,ralA,ECK4571,ralA,Rac prophage; small regulatory RNA antitoxin RalA,b4714,Not Assigned,Not Assigned,Not Assigned
MG1655,ralA,ECK4571,ralA,Rac prophage; small regulatory RNA antitoxin RalA,b4714,Not Assigned,Not Assigned,Not Assigned
MG1655,ydaB,ECK1345,ralR,Rac prophage; endodeoxyribonuclease toxin RalR,b1348,Not Assigned,Not Assigned,Not Assigned
MG1655,lar,ECK1345,ralR,Rac prophage; endodeoxyribonuclease toxin RalR,b1348,Not Assigned,Not Assigned,Not Assigned
MG1655,ralR,ECK1345,ralR,Rac prophage; endodeoxyribonuclease toxin RalR,b1348,Not Assigned,Not Assigned,Not Assigned
